order_item_id,order_id,product_id,quantity,price_per_unit
371,76,81,6,358.57
372,3056,44,1,61.25
373,4105,26,4,82.42
374,4137,36,9,201.44
375,4332,76,10,464.02
376,1612,56,1,232.93
377,4842,71,5,274.01
378,3740,6,5,172.98
379,3337,76,2,242.51
380,3419,60,10,290.23
381,2582,76,4,230.14
382,2460,84,1,410.2
383,4748,33,7,140.03
384,4348,30,1,118.68
385,3681,31,7,11.1
386,392,10,5,272.28
387,4478,54,1,255.86
388,2509,99,10,335.02
389,4069,75,4,271.7
390,4525,37,2,429.06
391,3187,72,6,96.85
392,1641,2,7,49.04
393,2012,62,1,58.74
394,2116,22,5,339.19
395,3405,21,7,110.01
396,1343,47,2,384.9
397,2366,40,9,348.86
398,562,10,3,437.88
399,28,31,2,391.55
400,2213,23,2,384.8
401,2766,16,9,385.34
402,4380,60,9,69.83
403,2280,11,6,396.61
404,2894,23,7,405.23
405,4468,33,1,456.35
406,708,9,3,81.45
407,1314,67,9,105.14
408,2879,4,6,428.22
409,3543,14,9,390.17
410,3297,28,3,103.17
411,3961,100,10,376.39
412,549,96,4,418.91
413,4050,72,8,199.77
414,3022,26,1,27.83
415,1541,1,10,184.16
416,3052,84,6,213.61
417,61,41,8,51.76
418,787,77,9,285.09
419,955,76,3,241.98
420,4535,71,6,68.68
421,267,82,6,130.56
422,4400,55,5,29.08
423,874,8,5,335.76
424,1122,90,5,409.69
425,1254,36,6,426.37
426,610,68,6,46.8
427,2527,95,5,209.37
428,215,37,6,100.54
429,763,18,9,305.42
430,821,47,2,56.63
431,2165,99,6,165.97
432,1014,24,10,114.03
433,646,30,1,145.49
434,4508,97,9,457.36
435,653,92,9,468.25
436,4474,39,9,332.37
437,823,52,1,162.83
438,3443,12,6,141.83
439,427,18,2,56.21
440,4820,1,2,446.79
441,349,61,6,208.93
442,876,34,3,299.52
443,4598,32,2,173.69
444,1517,84,10,353.34
445,851,81,1,240.45
446,1038,22,9,126.91
447,3342,1,9,438.79
448,4725,94,4,251.4
449,1949,8,7,113.39
450,3183,25,9,153.43
451,1116,52,10,211.66
452,4738,37,5,132.03
453,1022,91,7,134.95
454,4959,64,1,489.13
455,3323,76,4,375.92
456,1051,74,3,409.08
457,4754,16,4,74.9
458,330,30,4,374.99
459,592,88,7,75.15
460,1787,36,2,291.54
461,1722,92,2,416.69
462,113,53,2,177.26
463,3663,19,3,364.91
464,1010,48,6,488.85
465,3103,85,9,343.35
466,3633,85,4,430.3
467,1196,27,7,183.06
468,1989,63,8,475.08
469,3584,7,5,11.5
470,3798,21,1,392.88
471,489,96,8,266.9
472,1670,53,2,441.84
473,1153,37,5,96.76
474,113,61,9,41.99
475,3723,45,5,325.68
476,3682,26,5,421.34
477,3200,35,3,245.37
478,3590,18,1,392.69
479,3981,50,4,493.38
480,4520,66,3,63.81
481,3038,67,5,348.05
482,2227,85,9,401.74
483,3308,3,2,287.91
484,878,31,5,133.53
485,2002,97,9,429.37
486,4706,68,3,317.48
487,4329,1,3,479.72
488,2682,99,9,215.67
489,2796,1,8,104.78
490,889,94,5,363.23
491,3481,33,5,297.23
492,3293,86,10,286.96
493,2924,13,7,241.21
494,1608,32,6,32.44
495,2754,46,8,381.87
496,4363,43,8,121.51
497,4608,3,2,60.56
498,1123,30,7,434.61
499,1680,60,7,272.14
500,595,14,9,226.23
501,1112,29,4,117.05
502,794,5,5,15.73
503,4813,53,2,495.74
504,4823,58,4,55.81
505,1940,79,2,55.82
506,2051,77,9,375.74
507,1976,6,8,347.61
508,4433,22,1,463.85
509,4011,28,7,444.86
510,820,12,9,295.61
511,4716,36,1,219.28
512,2859,46,8,282.58
513,1346,4,2,490.55
514,4684,3,5,104.35
515,1286,30,1,368.9
516,1605,27,4,74.99
517,3776,8,8,120.56
518,1102,5,2,365.61
519,1673,47,5,419.03
520,3538,20,2,418.47
521,1304,61,7,13.74
522,3069,5,9,95.8
523,3444,14,2,384.56
524,1735,10,3,213.38
525,3561,30,3,140.41
526,4262,92,9,443.08
527,4349,76,10,492.36
528,3712,21,10,271.1
529,4648,28,8,218.19
530,3647,36,6,137.51
531,1755,94,1,106.17
532,2422,49,9,237.79
533,746,75,2,400.33
534,1039,7,4,371.13
535,4371,15,9,244.87
536,4757,92,3,35.89
537,1473,69,4,401.48
538,1971,7,9,430.57
539,4454,10,4,274.11
540,685,44,9,273.41
541,2128,34,6,278.96
542,1461,6,7,250.35
543,1682,18,4,352.4
544,733,67,3,316.17
545,586,55,9,49.28
546,2637,59,3,343.86
547,2767,4,1,385.08
548,224,100,1,432.81
549,249,11,6,90.81
550,4800,11,2,347.1
551,3939,13,8,393.99
552,4416,83,6,38.05
553,4956,4,3,494.32
554,2563,49,2,399.4
555,4129,83,5,378.74
556,2137,21,2,277.43
557,1212,77,10,274.61
558,2353,63,9,456.02
559,628,20,3,413.93
560,2368,65,10,396.27
561,2574,49,8,29.79
562,3561,60,1,31.63
563,401,1,5,444.04
564,3096,45,6,53.46
565,4227,36,9,83.48
566,3095,73,2,125.54
567,1223,35,9,121.64
568,2635,48,1,189.44
569,1395,74,7,367.5
570,4527,92,1,316.26
571,435,53,4,127.79
572,4933,79,9,235.41
573,2909,3,10,391.52
574,4308,24,3,41.61
575,2194,7,2,433.97
576,2072,68,2,446.2
577,4336,95,1,138.19
578,2119,83,3,278.26
579,3881,64,4,262.68
580,3098,92,4,268.88
581,526,52,5,128.69
582,537,19,7,313.35
583,2418,93,3,265.64
584,2520,53,5,87.71
585,1989,54,3,190.45
586,4329,56,4,61.01
587,2064,11,8,437.99
588,3197,38,7,86.77
589,3062,97,5,434.47
590,347,24,7,396.44
591,3024,44,9,344.76
592,2408,25,1,337.65
593,3849,49,5,211.48
594,2293,38,9,292.1
595,4345,65,1,388.3
596,893,48,4,282.48
597,4104,67,3,416.9
598,2257,43,3,238.18
599,505,87,6,28.4
600,472,38,4,110.27
601,1771,27,6,105.22
602,4311,33,10,164.39
603,1001,51,4,405.29
604,838,12,2,358.54
605,3726,68,8,363.41
606,1014,70,1,307.16
607,1628,31,10,54.8
608,1622,64,4,76.01
609,2647,29,1,442.37
610,285,93,2,478.54
611,4137,64,6,495.8
612,781,60,9,430.61
613,4527,93,9,446.99
614,88,24,4,411.97
615,241,76,2,173.95
616,3400,15,9,72.67
617,4893,68,1,129.75
618,3091,43,8,322.05
619,4075,34,5,413.29
620,4884,16,7,459.17
621,1751,51,6,308.77
622,2833,18,1,47.36
623,4946,10,2,436.71
624,4711,37,2,274.22
625,1851,30,7,269.65
626,2810,4,10,78.25
627,3337,25,3,409.32
628,1292,28,10,304.96
629,1212,10,4,231.13
630,2746,44,7,47.6
631,2091,5,5,73.73
632,4392,53,1,416.5
633,175,100,6,126.45
634,3240,55,7,483.48
635,380,67,2,67.09
636,1056,55,1,470.03
637,1581,8,9,443.62
638,2960,50,7,443.42
639,725,98,1,199.28
640,3733,10,6,470.75
641,1744,13,3,386.12
642,2081,44,6,35.51
643,3521,66,9,99.87
644,4687,14,8,316.93
645,3976,55,9,325.63
646,1169,80,4,492.12
647,2161,38,1,66.76
648,2491,71,1,398.97
649,3666,100,4,177.88
650,1945,62,9,370.96
651,4331,18,7,32.6
652,1915,83,6,311.11
653,1017,7,2,336.84
654,3699,89,1,306.78
655,390,65,6,496.66
656,4759,91,2,403.61
657,2341,74,3,468.13
658,3712,33,10,405.59
659,3301,97,10,356.02
660,3447,99,10,290.63
661,3080,100,5,416.84
662,4954,98,10,375.55
663,3738,12,9,154.82
664,4385,47,10,198.21
665,4660,32,3,171.87
666,844,38,1,388.43
667,2537,73,10,398.23
668,1593,23,4,63.09
669,1828,38,3,390.37
670,3522,52,10,284.33
671,449,53,10,352.84
672,4571,61,3,205.02
673,965,59,7,486.45
674,251,83,8,95.22
675,1769,40,9,472.09
676,1869,67,10,117.99
677,4935,47,4,450.28
678,4262,18,9,380.94
679,2333,1,6,480.41
680,966,19,10,308.9
681,2797,4,9,404.25
682,1207,52,10,383.92
683,4461,87,3,222.73
684,2180,12,9,197.39
685,3100,45,7,318.87
686,1775,2,9,246.15
687,3490,13,3,385.58
688,4330,41,10,175.06
689,985,33,4,390.84
690,3266,70,3,127.89
691,2546,66,5,316.76
692,333,4,3,244.42
693,1833,1,1,337.18
694,4210,56,10,201.43
695,3190,9,1,67.22
696,3172,65,4,46.78
697,1584,79,6,413.54
698,209,7,2,193.84
699,459,79,5,49.25
700,4969,10,6,36.62
701,3341,100,3,432.82
702,4275,26,10,475.22
703,3369,81,3,34.65
704,3018,29,5,142.36
705,4058,57,8,303.43
706,3201,21,1,360.01
707,3679,18,7,383.85
708,3373,86,3,302.19
709,2823,3,9,401.35
710,4032,93,8,462.19
711,391,21,10,352.65
712,4930,9,5,21.14
713,4293,87,9,138.77
714,1600,26,4,232.39
715,731,17,6,185.36
716,1403,26,6,458.75
717,3288,14,8,276.9
718,649,60,1,110.41
719,1346,87,2,48.51
720,1339,1,7,65.18
721,3457,31,9,489.98
722,2604,17,8,252.92
723,4698,45,7,69.42
724,1788,58,2,446.79
725,4467,38,5,139.65
726,403,93,3,433.63
727,2647,7,3,433.42
728,2409,66,1,486.81
729,775,56,5,149.53
730,434,31,8,110.4
731,2050,14,7,240.5
732,888,19,8,373.05
733,4094,86,9,93.46
734,1530,10,1,418.64
735,756,63,10,272.76
736,1495,14,4,137.94
737,3440,22,10,277.6
738,4025,94,10,224.59
739,3490,30,9,129.08
740,942,66,3,276.32
741,2609,53,1,175.85
742,4690,97,8,480.29
743,188,64,10,276.85
744,3512,52,2,232.25
745,501,52,8,125.62
746,3319,67,3,431.45
747,127,47,1,194.3
748,1177,11,3,98.42
749,2862,42,3,52.23
750,3223,87,6,17.27
751,2745,70,8,469.16
752,2171,52,10,83.67
753,597,67,3,45.65
754,4675,18,6,288.25
755,3742,97,10,477.9
756,4568,76,9,388.56
757,2200,31,7,315.48
758,4439,37,9,435.36
759,1298,17,1,426.93
760,278,78,4,334.53
761,4443,56,10,361.21
762,2055,65,5,327.7
763,2443,78,6,424.61
764,4995,66,9,318.46
765,689,37,6,231.41
766,4471,65,8,481.59
767,294,89,8,54.92
768,1467,31,9,206.81
769,3199,62,4,274.24
770,1530,4,10,231.48
771,3117,100,2,482.13
772,521,93,8,252.5
773,4360,64,7,275.57
774,4708,56,9,253.64
775,1261,17,6,262.9
776,1607,64,1,397.36
777,4360,41,9,10.32
778,1526,88,4,190.65
779,2207,4,6,380.23
780,3197,49,10,172.62
781,3741,73,1,25.01
782,1023,22,5,450.89
783,1442,100,6,427.72
784,2199,33,3,467.77
785,3221,59,10,203.09
786,1150,46,10,154.14
787,2021,82,3,344.93
788,4720,35,7,416.85
789,1821,25,9,480.63
790,4691,14,6,208.4
791,2136,11,6,101.43
792,2768,93,8,97.17
793,2813,50,3,484.63
794,1408,52,10,118.61
795,1821,44,9,307.89
796,3032,14,4,431.62
797,4133,14,9,358.2
798,3025,47,1,476.3
799,4012,67,5,478.57
800,4577,42,1,308.84
801,3996,99,5,414.18
802,1837,1,4,160.24
803,983,87,9,413.92
804,611,15,8,303.51
805,1351,7,4,265.56
806,2733,75,4,141.88
807,309,12,6,112.99
808,2520,12,6,153.89
809,881,42,6,109.13
810,1775,94,3,189.39
811,1757,54,8,366.64
812,4297,13,4,401.41
813,3665,41,1,17.87
814,2178,20,2,148.9
815,714,5,6,96.89
816,3137,79,9,474.51
817,1000,90,10,266.62
818,4600,8,10,368.93
819,1079,97,8,13.3
820,2958,17,4,423.9
821,4316,72,6,207.07
822,1122,43,9,406.46
823,3508,54,1,478.22
824,4781,65,7,398.22
825,3685,69,8,146.97
826,1373,18,8,355.99
827,4180,44,5,275.26
828,2782,94,10,216.76
829,2980,41,10,151.14
830,4113,17,5,479.42
831,973,11,7,492.84
832,209,18,1,442.42
833,352,20,5,192.53
834,1881,76,4,45.65
835,1937,17,2,401.66
836,2600,9,4,12.73
837,2785,62,1,265.68
838,3488,72,3,344.18
839,2326,39,5,427.05
840,4300,79,7,199.05
841,4020,19,8,481.92
842,1820,55,8,450.45
843,3614,93,5,325.14
844,1227,96,1,73.57
845,4222,95,3,460.43
846,2359,27,2,267.66
847,1417,91,9,405.79
848,868,95,3,103.31
849,516,17,4,307.22
850,59,81,5,315.79
851,484,49,1,443.89
852,4257,32,7,138.57
853,1312,27,9,236.96
854,199,69,3,385.8
855,3310,67,2,335.93
856,1450,24,6,245.24
857,2629,34,6,285.4
858,2177,62,3,195.67
859,4680,5,6,79.8
860,740,66,8,197.38
861,4537,31,2,202.32
862,4501,24,8,480.57
863,3841,23,2,234.01
864,1762,26,8,395.73
865,1780,73,10,483.64
866,240,42,3,94.55
867,4724,73,10,114.91
868,3375,22,2,369.07
869,2679,85,10,46.93
870,2484,31,9,279.82
871,1938,22,6,330.13
872,2004,74,9,109.56
873,4555,40,5,214.76
874,4007,93,8,371.19
875,4040,29,3,406.04
876,2375,32,1,289.81
877,2139,33,10,407.27
878,4081,79,2,98.43
879,3661,78,10,225.01
880,1531,74,3,225.67
881,1328,8,6,130.78
882,4882,60,9,456.23
883,922,28,8,356.88
884,2678,18,10,476.11
885,4252,32,3,83.13
886,808,18,6,204.59
887,445,71,4,94.9
888,365,34,9,249.58
889,3815,67,9,257.9
890,4661,57,6,344.96
891,3050,86,9,185.11
892,1940,82,9,203.23
893,499,97,1,108.98
894,2279,39,4,462.05
895,672,74,10,167.16
896,3771,9,6,419.24
897,1336,27,10,450.28
898,767,3,3,325.03
899,1372,100,10,377.15
900,197,12,5,107.43
901,2271,84,9,104.5
902,1609,1,10,213.64
903,3852,11,4,346.52
904,4095,12,10,484.03
905,1190,51,1,320.31
906,1244,15,4,87.13
907,3772,53,8,378.8
908,1144,7,2,306.86
909,732,15,2,197.47
910,857,17,3,30.51
911,262,58,3,364.27
912,4335,98,8,466.88
913,1622,80,4,28.14
914,4685,25,7,196.34
915,1708,69,1,333.57
916,3731,84,5,390.56
917,849,20,5,96.31
918,739,37,1,397.02
919,3235,81,9,78.9
920,2762,2,10,335.81
921,1103,20,10,150.49
922,1056,3,10,104.89
923,3005,45,7,421.43
924,541,95,1,404.63
925,1759,92,10,302.14
926,1051,100,10,253.31
927,140,100,2,122.14
928,3717,16,3,144.98
929,3473,46,9,170.05
930,3004,50,5,383.66
931,1068,28,1,137.09
932,614,96,3,22.57
933,3948,7,7,70.33
934,1327,62,4,283.19
935,2277,8,3,303.54
936,504,57,2,221.3
937,4840,3,7,121.82
938,1037,37,9,328.55
939,877,44,6,137.92
940,1300,88,1,118.7
941,2339,5,4,38.74
942,139,79,6,454.91
943,3323,64,10,457.96
944,3699,48,7,447.59
945,2526,80,2,191.74
946,4835,87,6,192.27
947,3483,23,4,133.13
948,872,18,5,236.26
949,23,15,1,281.92
950,971,66,2,28.98
951,219,95,7,281.38
952,823,58,7,145.32
953,738,63,3,217.66
954,350,70,1,263.26
955,3001,58,2,82.58
956,250,93,2,487.36
957,499,60,2,105.79
958,348,53,8,59.82
959,442,60,4,172.75
960,392,37,6,485.28
961,2258,63,5,107.75
962,3282,23,2,354.99
963,204,3,10,223.2
964,2859,69,9,341.42
965,3661,55,7,302.12
966,4065,4,4,69.04
967,45,43,4,499.88
968,1642,78,7,86.73
969,3601,33,7,445.92
970,3579,20,2,183.08
971,525,68,4,417.04
972,3892,3,1,38.21
973,2180,52,7,218.53
974,2545,43,10,22.22
975,556,15,1,229.0
976,3979,86,8,70.92
977,2067,5,1,377.02
978,2152,75,4,276.5
979,4523,9,10,381.07
980,2209,74,1,164.37
981,539,41,3,30.73
982,4988,65,1,405.84
983,2439,83,10,412.64
984,3236,78,9,494.95
985,1833,83,2,107.35
986,4836,57,2,408.7
987,3132,78,9,377.45
988,837,53,7,478.17
989,1217,28,8,150.46
990,403,63,8,289.8
991,2034,30,3,383.48
992,3580,24,4,371.11
993,4223,86,10,301.61
994,4775,73,2,497.88
995,3655,2,2,358.63
996,2164,22,7,425.58
997,1144,4,4,238.96
998,4224,59,9,423.68
999,866,12,7,36.91
1000,1298,85,1,319.1
1001,2126,13,9,472.42
1002,686,31,6,345.33
1003,4683,66,10,257.18
1004,4790,58,3,449.75
1005,685,57,1,368.17
1006,4404,65,10,482.65
1007,4164,4,2,485.55
1008,3269,34,5,272.2
1009,1317,98,2,231.13
1010,2917,67,9,371.35
1011,1910,74,8,486.53
1012,3063,57,1,274.16
1013,506,4,5,274.65
1014,3431,61,6,241.9
1015,768,24,4,196.32
1016,698,39,10,207.58
1017,689,21,9,446.59
1018,4837,35,3,303.95
1019,3470,72,9,83.71
1020,3213,75,8,335.65
1021,410,35,1,298.53
1022,1879,92,2,136.74
1023,725,75,7,65.12
1024,3500,6,8,450.8
1025,2033,23,8,149.22
1026,4532,72,4,173.32
1027,3092,46,2,391.73
1028,3771,75,7,99.05
1029,371,78,7,353.99
1030,2319,79,7,198.03
1031,2037,93,5,468.42
1032,3517,4,5,232.0
1033,2560,20,2,227.53
1034,1253,72,6,60.08
1035,1167,21,6,294.2
1036,1992,81,7,144.86
1037,4479,17,1,256.24
1038,4702,100,4,140.3
1039,3278,69,9,121.7
1040,337,56,3,492.66
1041,3238,62,3,495.39
1042,4319,57,10,292.12
1043,3481,3,10,418.18
1044,731,39,2,115.08
1045,926,76,4,185.3
1046,4913,82,3,499.3
1047,1676,92,7,62.9
1048,1748,61,7,448.28
1049,2800,24,4,31.46
1050,2085,42,9,260.41
1051,3282,43,1,455.9
1052,2952,36,5,252.84
1053,2148,16,10,57.71
1054,2605,84,1,437.79
1055,2369,36,1,395.97
1056,3412,52,2,240.32
1057,3967,96,2,388.48
1058,1039,90,5,301.33
1059,4696,97,9,318.94
1060,4479,70,1,434.49
1061,3783,71,3,57.48
1062,653,57,5,212.71
1063,857,29,6,315.05
1064,3232,81,7,474.12
1065,4473,55,10,334.95
1066,2040,90,10,203.96
1067,4502,57,5,465.85
1068,3123,73,5,347.46
1069,740,42,6,298.29
1070,2569,85,1,64.22
1071,1105,93,10,342.97
1072,480,88,8,497.4
1073,2019,90,7,445.69
1074,365,45,2,44.49
1075,644,55,1,121.26
1076,4883,69,9,405.68
1077,1697,54,6,131.79
1078,1031,13,9,293.84
1079,2685,48,10,37.35
1080,3978,1,1,22.14
1081,4690,39,3,156.37
1082,4755,33,3,33.01
1083,3083,49,5,394.9
1084,4561,79,7,221.36
