order_id,customer_id,order_date,total_amount,status
88,642,2024-11-04,493.71,Cancelled
89,80,2024-09-11,1432.82,Shipped
90,279,2024-04-06,684.98,Pending
91,142,2024-05-16,318.64,Cancelled
92,711,2024-09-04,322.55,Shipped
93,66,2024-09-07,841.44,Delivered
94,556,2024-12-29,942.53,Pending
95,212,2024-07-10,1669.12,Cancelled
96,927,2024-04-23,1544.2,Pending
97,878,2024-11-16,1763.7,Cancelled
98,489,2024-03-07,31.67,Delivered
99,306,2024-05-13,1511.88,Cancelled
100,552,2025-01-11,1500.08,Shipped
101,500,2024-08-06,454.45,Cancelled
102,498,2024-05-10,77.47,Delivered
103,685,2024-08-06,1364.7,Cancelled
104,742,2024-03-09,346.79,Cancelled
105,942,2024-06-04,272.7,Pending
106,929,2024-06-30,800.16,Pending
107,86,2024-02-25,1292.64,Shipped
108,888,2024-05-06,934.16,Pending
109,267,2024-03-08,770.63,Shipped
110,466,2024-12-30,667.15,Cancelled
111,285,2024-12-29,1508.98,Cancelled
112,259,2025-01-12,1673.12,Cancelled
113,20,2024-03-22,1503.07,Pending
114,975,2025-01-28,712.92,Pending
115,800,2024-09-03,1915.43,Pending
116,773,2024-02-21,81.44,Shipped
117,205,2024-11-05,1681.67,Shipped
118,245,2024-04-08,269.92,Pending
119,578,2024-07-05,1896.56,Cancelled
120,717,2024-10-29,527.36,Delivered
121,172,2024-07-05,1219.67,Pending
122,797,2024-10-11,1642.22,Delivered
123,111,2024-09-24,1165.8,Delivered
124,590,2024-12-20,1361.15,Cancelled
125,407,2024-03-27,1884.11,Shipped
126,78,2025-01-31,1192.35,Shipped
127,105,2024-05-21,1400.44,Delivered
128,871,2024-12-11,1374.83,Pending
129,816,2024-03-27,1968.01,Pending
130,356,2024-09-30,1074.84,Delivered
131,71,2024-12-01,1021.8,Delivered
132,13,2024-05-15,1702.16,Cancelled
133,109,2024-10-26,878.38,Delivered
134,651,2024-09-18,1785.32,Cancelled
135,725,2024-07-16,322.92,Shipped
136,752,2024-02-11,1053.06,Delivered
137,631,2024-07-06,1620.23,Cancelled
138,477,2024-03-13,882.44,Delivered
139,331,2024-02-18,1706.39,Pending
140,286,2024-05-21,1765.63,Shipped
141,769,2024-08-03,940.12,Cancelled
142,345,2025-02-04,76.83,Delivered
143,187,2024-12-08,985.35,Delivered
144,817,2024-12-11,531.54,Delivered
145,902,2024-03-15,1200.39,Delivered
146,570,2025-01-13,40.1,Shipped
147,88,2024-08-21,497.88,Cancelled
148,501,2024-09-16,1119.25,Shipped
149,708,2024-12-28,962.66,Cancelled
150,459,2024-11-24,1590.01,Pending
151,302,2024-03-28,458.76,Shipped
152,314,2024-12-27,1334.64,Delivered
153,485,2024-03-19,1115.88,Delivered
154,436,2024-12-21,1993.33,Delivered
155,361,2024-09-21,1411.65,Delivered
156,314,2024-12-17,517.78,Pending
157,739,2024-12-15,401.32,Pending
158,761,2024-10-05,1081.01,Shipped
159,197,2024-03-28,448.44,Cancelled
160,284,2024-11-19,1454.68,Delivered
161,103,2024-06-10,1668.6,Delivered
162,233,2025-01-02,734.54,Delivered
163,15,2024-07-04,1421.88,Shipped
164,281,2024-10-21,110.12,Pending
165,567,2024-10-28,598.43,Shipped
166,654,2024-09-28,1739.55,Cancelled
167,106,2024-04-04,1747.99,Delivered
168,481,2025-01-19,967.85,Delivered
169,189,2024-06-05,1931.69,Delivered
170,964,2024-11-17,1726.21,Pending
171,842,2024-08-15,149.38,Cancelled
172,76,2024-07-16,1162.5,Pending
173,156,2024-09-13,315.41,Delivered
174,88,2024-09-10,1987.96,Pending
175,572,2024-10-25,1533.6,Shipped
176,795,2024-12-06,1054.69,Cancelled
177,931,2024-05-01,896.59,Cancelled
178,313,2024-05-31,1145.89,Pending
179,625,2024-03-04,1921.02,Pending
180,971,2024-02-26,1530.22,Shipped
181,271,2024-05-04,1327.65,Shipped
182,246,2024-05-20,364.15,Pending
183,161,2024-03-10,25.3,Cancelled
184,706,2024-05-28,1195.75,Delivered
185,34,2024-03-16,478.32,Delivered
186,720,2024-04-25,1722.02,Pending
187,704,2024-11-28,482.18,Delivered
188,807,2024-03-07,1586.67,Shipped
189,436,2024-08-27,247.26,Shipped
190,664,2024-03-20,315.0,Delivered
191,847,2024-03-23,301.63,Pending
192,170,2025-01-07,1589.4,Delivered
193,450,2025-01-06,266.22,Delivered
194,717,2024-09-14,816.97,Delivered
195,513,2024-10-12,1089.16,Cancelled
196,83,2024-03-20,1204.11,Cancelled
197,753,2024-06-09,658.2,Delivered
198,27,2024-02-12,200.83,Pending
199,784,2024-06-20,1351.12,Delivered
200,591,2025-01-31,99.66,Shipped
201,482,2024-03-13,1047.55,Cancelled
202,939,2024-11-05,570.75,Cancelled
203,651,2024-11-08,1632.2,Pending
204,482,2024-05-08,708.96,Delivered
205,329,2024-04-09,1346.86,Shipped
206,338,2024-06-10,835.06,Cancelled
207,296,2024-10-13,1331.92,Cancelled
208,834,2024-03-24,1525.79,Pending
209,466,2024-07-30,194.36,Delivered
210,332,2025-01-13,249.52,Cancelled
211,886,2024-09-24,1038.9,Pending
212,674,2024-10-25,1741.35,Cancelled
213,424,2024-02-09,127.32,Delivered
214,638,2024-06-08,1517.76,Cancelled
215,779,2024-06-09,122.19,Delivered
216,563,2024-08-01,279.41,Delivered
217,449,2024-02-23,1764.08,Cancelled
218,125,2024-08-22,77.16,Shipped
219,727,2024-06-28,333.59,Pending
220,566,2024-07-18,827.82,Shipped
221,862,2024-02-09,1827.6,Cancelled
222,970,2024-09-18,252.58,Shipped
223,511,2024-11-24,1866.65,Delivered
224,522,2024-05-25,1416.72,Cancelled
225,855,2024-12-12,975.35,Cancelled
226,250,2024-02-27,924.44,Shipped
227,393,2024-12-18,397.41,Shipped
228,885,2025-01-24,158.22,Cancelled
229,349,2024-07-08,1869.81,Delivered
230,841,2024-08-03,25.08,Delivered
231,858,2024-03-18,1182.14,Cancelled
232,887,2024-06-02,314.22,Cancelled
233,354,2024-10-22,678.23,Cancelled
234,467,2024-12-22,1867.05,Shipped
235,715,2024-08-22,492.83,Cancelled
236,240,2024-08-05,1714.91,Cancelled
237,45,2024-08-31,649.99,Cancelled
238,723,2024-05-01,1828.59,Cancelled
239,396,2024-03-06,1977.06,Shipped
240,508,2024-02-17,1930.35,Shipped
241,515,2024-04-25,1931.4,Delivered
242,891,2024-03-20,218.72,Cancelled
243,103,2024-05-21,1061.38,Cancelled
244,16,2024-12-19,1450.44,Cancelled
245,892,2024-12-18,1316.47,Shipped
246,77,2024-06-25,949.59,Delivered
247,347,2024-12-01,1254.05,Cancelled
248,666,2025-01-27,179.02,Delivered
249,873,2024-07-09,1355.23,Cancelled
250,978,2024-05-24,646.99,Cancelled
251,894,2024-06-10,1091.21,Pending
252,241,2024-08-11,1269.7,Delivered
253,233,2024-03-28,1498.6,Cancelled
254,101,2024-12-01,1525.53,Pending
255,455,2024-04-08,349.4,Delivered
256,926,2024-08-04,77.32,Delivered
257,816,2024-06-15,131.12,Delivered
258,384,2024-10-22,872.76,Shipped
259,544,2024-08-10,835.86,Shipped
260,175,2024-09-28,366.64,Cancelled
261,635,2024-05-23,1372.61,Cancelled
262,935,2024-12-12,1174.65,Shipped
263,473,2024-03-01,1283.05,Cancelled
264,262,2024-08-03,1340.34,Cancelled
265,923,2024-11-16,589.51,Shipped
266,76,2024-05-22,894.62,Delivered
267,602,2024-02-19,612.33,Cancelled
268,707,2024-05-05,515.19,Delivered
269,204,2024-05-02,1998.76,Cancelled
270,110,2025-01-07,489.67,Delivered
271,589,2025-02-07,605.83,Delivered
272,23,2024-08-01,1956.33,Cancelled
273,282,2024-05-22,36.03,Pending
274,933,2024-05-19,1220.68,Cancelled
275,853,2024-10-06,1810.23,Delivered
276,795,2024-10-09,1601.74,Delivered
277,225,2024-09-21,1280.5,Delivered
278,695,2024-10-04,1516.04,Shipped
279,644,2025-01-31,212.38,Pending
280,317,2024-08-30,1581.45,Pending
281,594,2024-08-01,742.43,Shipped
282,93,2024-02-10,1821.06,Delivered
283,766,2024-09-30,842.7,Shipped
284,136,2024-05-08,1577.3,Delivered
285,544,2024-05-14,1013.55,Delivered
286,851,2024-10-02,345.8,Cancelled
287,991,2024-03-21,1616.85,Delivered
288,824,2024-11-09,248.04,Pending
289,145,2024-05-07,1513.22,Shipped
290,881,2024-07-10,1359.12,Cancelled
291,991,2024-11-25,1694.57,Delivered
292,93,2024-10-04,1585.55,Pending
293,271,2024-05-31,1082.41,Cancelled
294,378,2024-03-14,1352.2,Delivered
295,599,2024-04-21,774.43,Delivered
296,111,2024-12-21,1356.18,Cancelled
297,26,2024-10-10,1246.7,Delivered
298,938,2024-07-15,1227.96,Pending
299,651,2024-06-04,1651.23,Delivered
300,665,2024-03-07,828.43,Shipped
301,47,2024-02-10,1893.6,Delivered
302,505,2024-12-28,249.92,Shipped
303,909,2024-07-07,1084.34,Cancelled
304,465,2024-02-15,754.6,Cancelled
305,602,2024-05-06,1489.69,Shipped
306,907,2024-04-14,841.47,Pending
307,854,2024-07-23,988.91,Cancelled
308,962,2024-11-29,1904.01,Pending
309,707,2024-12-19,753.65,Cancelled
310,456,2024-08-02,1902.1,Delivered
311,102,2024-06-24,1962.24,Delivered
312,558,2024-05-09,1805.36,Delivered
313,63,2025-02-08,808.32,Shipped
314,992,2024-03-05,261.88,Cancelled
315,94,2024-11-07,1332.28,Pending
316,52,2024-10-16,1577.85,Shipped
317,129,2024-09-12,1578.22,Shipped
318,71,2024-02-26,1663.04,Shipped
319,601,2024-06-23,447.58,Shipped
320,337,2024-08-16,1553.25,Pending
321,284,2025-02-02,1719.64,Shipped
322,134,2024-07-12,1089.63,Shipped
323,113,2024-05-12,1328.89,Pending
324,135,2024-03-14,49.42,Shipped
325,603,2024-11-01,661.07,Shipped
326,272,2024-12-29,123.75,Cancelled
327,539,2024-02-23,245.03,Pending
328,488,2024-03-11,907.58,Delivered
329,526,2024-02-19,1195.46,Cancelled
330,516,2024-09-03,458.67,Pending
331,745,2024-09-30,1570.79,Delivered
332,470,2024-07-15,1293.81,Pending
333,63,2024-10-16,1997.2,Cancelled
334,437,2024-06-17,1378.47,Cancelled
335,730,2024-06-02,1821.21,Pending
336,921,2024-07-16,179.97,Shipped
337,68,2024-12-10,269.86,Delivered
338,391,2024-03-16,1989.36,Delivered
339,465,2024-04-13,1020.99,Cancelled
340,102,2024-06-13,1590.33,Pending
341,874,2024-05-06,1316.33,Shipped
342,441,2024-07-11,914.08,Shipped
343,424,2024-02-23,691.08,Cancelled
344,409,2024-07-08,843.66,Pending
345,321,2025-02-04,864.99,Delivered
346,384,2024-05-31,1908.11,Cancelled
347,69,2024-02-17,200.63,Pending
348,96,2024-03-03,875.12,Delivered
349,832,2024-05-28,277.63,Pending
350,601,2024-07-29,1914.12,Delivered
351,687,2024-05-31,262.02,Delivered
352,895,2024-08-29,1337.37,Cancelled
353,889,2024-07-13,1833.37,Pending
354,992,2024-08-07,589.51,Delivered
355,361,2024-09-28,225.13,Shipped
356,159,2024-06-04,1320.34,Shipped
357,868,2025-01-14,234.27,Delivered
358,118,2024-09-14,1529.96,Shipped
359,827,2024-07-05,869.64,Pending
360,624,2024-12-05,1859.59,Delivered
361,30,2024-10-12,377.22,Delivered
362,944,2024-10-13,692.85,Pending
363,186,2024-09-22,1742.33,Cancelled
364,72,2024-12-22,300.91,Pending
365,94,2024-08-28,1497.3,Shipped
366,386,2024-09-25,851.27,Delivered
367,162,2024-05-24,752.71,Delivered
368,796,2024-08-24,1883.99,Pending
369,905,2024-05-16,124.17,Shipped
370,773,2024-08-27,1243.32,Pending
371,279,2024-03-06,897.36,Cancelled
372,498,2024-08-08,1222.01,Cancelled
373,280,2024-02-13,446.83,Pending
374,354,2025-01-22,871.23,Delivered
375,695,2024-10-18,1363.4,Cancelled
376,540,2024-05-14,1340.92,Pending
377,226,2024-07-15,802.62,Pending
378,8,2024-12-18,424.76,Shipped
379,786,2024-03-21,291.72,Delivered
380,297,2024-02-18,669.68,Pending
381,510,2024-02-29,1499.09,Shipped
382,133,2025-01-31,772.81,Shipped
383,513,2025-01-20,1126.27,Delivered
384,74,2024-08-04,806.2,Pending
385,447,2024-12-14,57.11,Pending
386,883,2024-08-08,639.86,Cancelled
387,588,2024-02-10,820.76,Cancelled
388,297,2024-11-27,248.04,Pending
389,990,2024-03-07,663.04,Cancelled
390,852,2024-07-30,1385.43,Delivered
391,91,2024-08-15,884.69,Pending
392,250,2024-12-02,882.64,Cancelled
393,537,2025-01-08,175.72,Delivered
394,764,2024-05-05,692.24,Delivered
395,798,2024-10-19,352.9,Pending
396,544,2024-08-13,1029.71,Delivered
397,360,2024-06-09,1460.21,Shipped
398,242,2024-09-18,223.55,Delivered
399,203,2025-01-26,363.53,Shipped
400,779,2024-06-08,1523.12,Pending
401,182,2024-09-27,1903.56,Cancelled
402,476,2024-04-25,1513.8,Cancelled
403,698,2024-12-19,1849.83,Delivered
404,885,2024-04-27,1942.53,Delivered
405,155,2024-12-21,890.73,Cancelled
406,453,2025-02-05,1270.14,Delivered
407,606,2024-02-23,131.22,Pending
408,318,2024-07-30,934.25,Pending
409,59,2024-08-31,750.1,Delivered
410,79,2024-03-20,1296.44,Pending
411,630,2024-03-22,1196.28,Cancelled
412,474,2025-02-04,1169.05,Pending
413,461,2025-01-17,1819.92,Shipped
414,330,2024-03-08,1217.91,Shipped
415,981,2024-07-29,142.51,Pending
416,831,2024-03-21,1800.27,Delivered
417,732,2024-09-18,186.97,Shipped
418,41,2024-11-08,510.53,Cancelled
419,450,2024-11-29,1057.66,Shipped
420,373,2024-07-22,758.25,Delivered
421,397,2024-12-28,829.36,Delivered
422,696,2024-02-29,1203.81,Delivered
423,68,2024-02-23,672.79,Cancelled
424,291,2024-05-26,518.95,Shipped
425,342,2024-10-05,181.37,Shipped
426,939,2024-02-18,712.65,Cancelled
427,133,2024-04-15,1198.18,Pending
428,318,2025-02-01,1126.67,Delivered
429,833,2024-03-16,273.03,Pending
430,662,2024-05-23,1347.5,Delivered
431,19,2024-05-30,737.94,Shipped
432,974,2024-06-02,444.1,Cancelled
433,197,2024-03-13,468.56,Shipped
434,159,2024-12-19,172.79,Pending
435,520,2024-06-26,1546.33,Pending
436,678,2024-06-17,686.79,Shipped
437,612,2025-01-03,765.91,Shipped
438,186,2024-09-25,1666.06,Shipped
439,739,2024-07-22,886.59,Cancelled
440,374,2024-07-31,1359.2,Shipped
441,993,2024-05-27,899.51,Delivered
442,771,2024-05-07,1502.1,Cancelled
443,240,2024-05-09,1077.34,Delivered
444,989,2024-05-09,1621.08,Cancelled
445,926,2024-10-24,1673.52,Delivered
446,695,2024-10-23,1895.32,Cancelled
447,473,2024-08-28,1543.49,Cancelled
448,515,2024-06-05,1064.37,Shipped
449,837,2024-10-23,415.4,Shipped
450,894,2024-09-15,515.01,Cancelled
451,896,2024-11-18,755.0,Pending
452,729,2024-07-16,1694.87,Pending
453,292,2024-11-07,186.07,Shipped
454,280,2025-02-02,909.65,Shipped
455,851,2024-06-20,886.2,Shipped
456,837,2024-07-03,913.23,Delivered
457,953,2025-02-08,72.81,Pending
458,406,2024-04-11,1013.97,Shipped
459,396,2024-05-07,1989.16,Delivered
460,230,2024-09-16,75.81,Pending
461,860,2024-03-22,1435.11,Delivered
462,811,2024-08-13,309.18,Pending
463,294,2024-12-06,1836.44,Cancelled
464,713,2024-10-29,1665.6,Cancelled
465,460,2024-02-19,1238.39,Pending
466,20,2024-12-22,526.73,Shipped
467,562,2024-04-30,1881.65,Cancelled
468,114,2024-11-17,1556.82,Shipped
469,309,2024-05-09,261.26,Shipped
470,430,2024-06-27,1285.12,Cancelled
471,65,2024-05-13,239.5,Cancelled
472,612,2025-01-26,1081.39,Shipped
473,736,2024-02-09,304.28,Cancelled
474,2,2025-01-14,1237.32,Shipped
475,585,2025-02-06,844.8,Pending
476,537,2024-11-29,1949.82,Pending
477,977,2024-03-01,1061.6,Pending
478,400,2024-06-08,1749.2,Pending
479,651,2024-10-05,786.03,Delivered
480,260,2024-11-04,1499.69,Delivered
481,808,2024-12-14,153.77,Shipped
482,751,2024-09-23,1321.07,Pending
483,791,2024-09-22,1172.17,Delivered
484,137,2024-04-18,107.78,Delivered
485,834,2024-07-07,1292.74,Cancelled
486,713,2024-10-09,967.49,Shipped
487,831,2024-07-14,287.01,Cancelled
488,38,2024-06-23,601.02,Pending
489,811,2024-05-02,414.95,Pending
490,324,2024-11-14,1868.07,Cancelled
491,835,2024-07-07,1095.2,Delivered
492,38,2024-11-13,1511.52,Shipped
493,293,2024-03-23,726.81,Pending
494,887,2024-11-22,1318.35,Delivered
495,128,2024-10-04,1602.7,Cancelled
496,911,2024-08-12,812.04,Cancelled
497,917,2024-10-17,1913.83,Delivered
498,998,2024-12-27,389.9,Cancelled
499,377,2024-08-04,1850.13,Delivered
500,821,2024-05-10,183.57,Cancelled
501,81,2024-03-20,872.6,Shipped
502,559,2024-08-03,601.66,Pending
503,82,2024-05-03,669.28,Delivered
504,314,2024-09-16,902.91,Cancelled
505,171,2025-01-11,1385.73,Delivered
506,458,2024-06-05,103.86,Delivered
507,630,2024-12-01,1996.34,Delivered
508,655,2024-07-24,1960.45,Pending
509,77,2024-11-04,1348.94,Cancelled
510,373,2025-01-28,1035.91,Shipped
511,976,2024-04-09,81.66,Cancelled
512,36,2024-05-25,269.94,Shipped
513,798,2024-08-23,1297.42,Delivered
514,393,2024-08-19,1899.94,Pending
515,620,2024-11-13,323.81,Cancelled
516,972,2024-11-15,754.51,Cancelled
517,782,2024-04-08,172.23,Shipped
518,543,2025-02-03,746.56,Delivered
519,666,2025-01-30,571.81,Pending
520,27,2024-04-25,1476.64,Cancelled
521,531,2024-12-12,786.24,Pending
522,269,2024-11-24,1554.43,Cancelled
523,220,2024-12-20,1992.8,Delivered
524,711,2024-09-13,1834.63,Cancelled
525,205,2024-12-24,262.82,Pending
526,463,2024-06-23,361.86,Cancelled
527,90,2025-01-02,1624.82,Delivered
528,684,2024-08-31,707.9,Pending
529,564,2024-07-04,1093.5,Delivered
530,872,2025-01-07,331.86,Shipped
531,813,2024-06-15,735.75,Shipped
532,125,2024-10-22,1970.56,Shipped
533,243,2024-05-13,1584.94,Pending
534,370,2024-12-29,1116.96,Delivered
535,479,2024-10-07,1611.25,Shipped
536,627,2024-04-08,1770.81,Pending
537,317,2025-01-10,808.36,Cancelled
538,539,2024-08-13,833.37,Cancelled
539,844,2024-10-21,1158.3,Shipped
540,996,2024-12-20,647.71,Pending
541,461,2024-07-08,942.35,Delivered
542,132,2024-09-10,1758.36,Shipped
543,787,2024-08-03,1933.2,Cancelled
544,515,2024-10-23,1823.21,Pending
545,852,2024-03-15,265.84,Shipped
546,312,2024-05-20,346.02,Delivered
547,958,2024-11-07,1424.48,Delivered
548,971,2024-03-10,1882.99,Delivered
549,867,2025-02-02,176.14,Shipped
550,651,2024-05-12,1913.58,Delivered
551,129,2024-05-25,1257.54,Pending
552,515,2024-09-19,1289.16,Shipped
553,176,2024-04-26,1324.29,Delivered
554,863,2024-12-12,1849.38,Pending
555,846,2024-03-28,1730.29,Pending
556,47,2025-01-21,1898.12,Delivered
557,667,2024-12-02,437.4,Cancelled
558,633,2024-08-14,1285.2,Cancelled
559,911,2025-01-30,1261.78,Delivered
560,658,2024-10-02,1914.17,Cancelled
561,251,2024-07-09,1613.28,Cancelled
562,305,2024-07-29,918.02,Pending
563,162,2025-02-06,890.42,Cancelled
564,476,2024-02-21,423.97,Shipped
565,321,2024-07-25,1725.74,Delivered
566,752,2024-02-11,1976.29,Delivered
567,999,2024-06-29,809.46,Delivered
568,528,2024-06-29,1132.07,Delivered
569,248,2024-09-13,943.62,Delivered
570,461,2024-10-14,510.88,Pending
571,52,2024-03-19,594.62,Cancelled
572,885,2024-08-12,1238.45,Shipped
573,986,2025-01-12,1733.31,Shipped
574,834,2024-05-07,668.32,Delivered
575,195,2024-12-25,1530.98,Cancelled
576,528,2024-06-12,944.29,Delivered
577,510,2024-08-06,65.89,Cancelled
578,518,2024-10-01,925.32,Shipped
579,221,2024-03-28,1175.02,Pending
580,52,2024-03-25,577.09,Cancelled
581,293,2025-01-16,1082.65,Pending
582,442,2024-11-13,285.19,Delivered
583,745,2024-03-27,744.24,Cancelled
584,375,2024-07-08,109.58,Pending
585,584,2024-04-01,1132.4,Delivered
586,567,2024-06-19,591.43,Cancelled
587,517,2024-02-18,911.7,Delivered
588,846,2024-07-10,1978.4,Pending
589,132,2024-11-05,1950.66,Cancelled
590,383,2024-12-20,1593.9,Delivered
591,572,2024-09-24,1879.12,Shipped
592,204,2024-09-12,1212.88,Cancelled
593,513,2024-10-03,99.7,Pending
594,141,2024-04-22,1432.91,Cancelled
595,532,2025-02-05,924.84,Shipped
596,336,2025-01-14,1864.11,Delivered
597,167,2024-07-02,798.05,Delivered
598,608,2024-11-26,686.02,Cancelled
599,726,2024-05-21,1134.59,Cancelled
600,836,2024-07-10,52.94,Delivered
601,690,2024-06-05,237.02,Cancelled
602,598,2024-07-13,629.2,Pending
603,612,2024-04-30,959.69,Shipped
604,739,2024-12-23,121.68,Cancelled
605,175,2024-09-26,1057.98,Cancelled
606,152,2024-09-03,1646.89,Shipped
607,33,2024-11-04,1153.69,Pending
608,196,2024-09-27,57.5,Delivered
609,429,2024-07-31,319.83,Shipped
610,421,2024-02-15,1013.6,Cancelled
611,894,2024-03-19,1699.79,Pending
612,723,2025-02-07,293.4,Shipped
613,575,2024-06-02,663.6,Cancelled
614,539,2024-10-23,766.11,Shipped
615,471,2024-10-10,1826.01,Delivered
616,560,2024-10-16,721.49,Delivered
617,625,2024-06-15,978.68,Shipped
618,286,2024-06-28,1125.01,Shipped
619,965,2024-08-15,1946.36,Delivered
620,790,2024-02-10,592.23,Shipped
621,707,2025-01-02,1415.88,Delivered
622,492,2025-01-13,710.63,Delivered
623,295,2024-05-08,261.31,Cancelled
624,918,2024-09-28,1960.72,Delivered
625,978,2024-11-13,1550.67,Shipped
626,298,2024-05-11,103.29,Pending
627,355,2024-05-16,1849.54,Delivered
628,766,2024-10-22,968.58,Shipped
629,848,2024-03-31,1086.38,Delivered
630,141,2024-08-11,236.27,Shipped
631,249,2024-11-05,120.52,Shipped
632,654,2024-12-31,481.02,Pending
633,424,2024-03-18,673.98,Cancelled
634,103,2024-11-16,1368.76,Shipped
635,6,2024-09-06,1929.75,Shipped
636,417,2024-07-11,1312.73,Cancelled
637,489,2024-07-12,1308.07,Delivered
638,329,2024-11-25,585.12,Pending
639,930,2024-09-22,1542.08,Shipped
640,548,2024-04-07,1482.6,Pending
641,936,2024-06-28,1844.51,Cancelled
642,904,2024-06-13,1678.46,Pending
643,857,2024-03-28,806.05,Cancelled
644,191,2024-09-30,1874.49,Delivered
645,898,2024-12-28,94.18,Delivered
646,582,2025-01-04,1213.51,Delivered
647,292,2024-10-17,919.61,Cancelled
648,911,2024-03-01,1878.35,Cancelled
649,280,2024-06-15,401.77,Pending
650,339,2024-02-18,341.74,Cancelled
651,664,2024-10-07,529.38,Shipped
652,15,2025-02-01,1478.5,Delivered
653,582,2024-04-16,1355.31,Shipped
654,180,2024-07-09,1229.69,Cancelled
655,847,2024-02-29,866.85,Delivered
656,89,2024-02-11,813.65,Pending
657,190,2024-02-27,1963.74,Cancelled
658,332,2024-10-24,1872.93,Pending
659,268,2024-03-11,779.48,Cancelled
660,772,2024-12-09,548.65,Delivered
661,310,2024-12-14,1173.27,Pending
662,268,2024-12-23,1314.29,Shipped
663,64,2024-03-23,1342.22,Cancelled
664,315,2024-10-25,336.24,Delivered
665,707,2024-12-04,252.48,Delivered
666,377,2024-11-26,1236.96,Shipped
667,981,2024-03-01,284.47,Shipped
668,466,2024-03-12,1500.51,Delivered
669,426,2024-12-22,1409.84,Cancelled
670,776,2024-06-14,1084.29,Shipped
671,781,2024-07-22,509.98,Pending
672,539,2024-03-08,904.56,Delivered
673,80,2024-07-19,1836.14,Pending
674,64,2024-03-07,1660.97,Shipped
675,587,2025-01-02,1082.59,Shipped
676,336,2024-09-23,1711.88,Cancelled
677,120,2024-08-05,1366.98,Cancelled
678,94,2024-04-23,1799.8,Cancelled
